time/total_timesteps,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,train/value_loss,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/std,train/loss
4920,5.0,163.3722686767578,,,,,,2529.8837551116944,1220,0.2,-3.468505710363388,0.125352144241333,0.0003,-0.014914380707414243,0.22500000428408384,0.013877174,0.7828809022903442,1603.515625
4920,,,4.41,103.41598658,3648,1,123,,,,,,,,,,,
4960,3.0,38.476070404052734,,,,,,1420.1821910858155,1230,0.2,-3.457129794359207,0.32255107164382935,0.0003,-0.06298812799170264,0.5500000115484,0.04876307,0.7797033786773682,509.8513488769531
4960,,,4.33,102.97707666999999,3665,1,124,,,,,,,,,,,
5000,2.0,-10.0,,,,,,3722.165480041504,1240,0.2,-3.44311403632164,0.14745277166366577,0.0003,0.003927062771108469,0.12500000186264515,0.03195379,0.7755042910575867,1711.9708251953125
5000,,,4.35,100.62109636999999,3679,1,125,,,,,,,,,,,
5040,5.0,105.33390426635742,,,,,,1670.7832973480224,1250,0.2,-3.434527999162674,0.19152945280075073,0.0003,-0.006167362467494964,0.3950000092387199,0.049922734,0.7750663161277771,1270.362060546875
5040,,,4.36,101.31260531,3695,1,126,,,,,,,,,,,
5080,5.0,160.46801948547363,,,,,,1909.5565727233886,1260,0.2,-3.4307803839445112,0.22893047332763672,0.0003,0.0007126399129265381,0.05000000093132258,0.007484919,0.7744314074516296,969.0667114257812
5080,,,4.34,100.01959015999999,3716,1,127,,,,,,,,,,,
5120,1.0,-5.0,,,,,,1866.2513887405396,1270,0.2,-3.431110242009163,0.036488115787506104,0.0003,0.002392147755599572,0.22500000465661288,0.021797579,0.7748556137084961,658.5784301757812
5120,,,4.34,97.27132202000001,3755,1,128,,,,,,,,,,,
5160,4.0,22.240342617034912,,,,,,1788.4998805999755,1280,0.2,-3.428595906496048,-0.10677802562713623,0.0003,0.03580732819791592,0.4125000059604645,0.035148844,0.7733880877494812,835.7973022460938
5160,,,4.27,91.41409936999999,3792,1,129,,,,,,,,,,,
5200,5.0,121.31742095947266,,,,,,1110.8220046997071,1290,0.2,-3.4238772988319397,0.11654549837112427,0.0003,-0.031205762106910707,0.35750000886619093,0.08261623,0.7711877226829529,279.1474304199219
5200,,,4.03,82.02544572000001,3837,1,130,,,,,,,,,,,
5240,5.0,48.72620153427124,,,,,,1619.4938068389893,1300,0.2,-3.413686192035675,-0.07863473892211914,0.0003,-0.006009266486216802,0.5325000101700426,0.10437763,0.7691695690155029,564.8868408203125
5240,,,4.02,79.84806227,3874,1,131,,,,,,,,,,,
5280,5.0,133.6571865081787,,,,,,1125.0036049842834,1310,0.2,-3.4007494926452635,0.15653568506240845,0.0003,-0.02094897748029325,0.23500000461935996,0.03755154,0.7652091383934021,1042.6080322265625
5280,,,4.13,81.51872711000001,3979,1,132,,,,,,,,,,,
5320,5.0,140.1143035888672,,,,,,2621.011954307556,1320,0.2,-3.3902686685323715,0.14943468570709229,0.0003,-0.014504930882030753,0.2200000049546361,0.036512613,0.7645137310028076,2320.5751953125
5320,,,3.98,78.73781155,4017,1,133,,,,,,,,,,,
5360,5.0,48.764140188694,,,,,,2355.5721954345704,1330,0.2,-3.3878129422664642,-0.08304977416992188,0.0003,-0.0520958187285578,0.3900000091642141,0.03515634,0.7630213499069214,862.2703247070312
5360,,,4.02,76.03045128000001,4058,1,134,,,,,,,,,,,
5400,5.0,158.18100929260254,,,,,,2628.1816131591795,1340,0.2,-3.3779072195291517,0.1338403820991516,0.0003,-0.0005907051276881237,0.07000000104308128,0.002351916,0.7614230513572693,509.90423583984375
5400,,,4.03,80.12213738,4133,1,135,,,,,,,,,,,
5440,5.0,113.54341506958008,,,,,,2260.0704032897947,1350,0.2,-3.3744204580783843,0.22444528341293335,0.0003,-0.009950333793603928,0.1575000023469329,0.011559771,0.7609468698501587,590.6837768554688
5440,,,3.99,77.90826391,4176,1,136,,,,,,,,,,,
5480,5.0,51.720258474349976,,,,,,2458.5721481323244,1360,0.2,-3.3670911371707914,0.11007052659988403,0.0003,-0.01611063082586043,0.32000000700354575,0.04169441,0.7579633593559265,474.9562072753906
5480,,,4.05,79.73728316,4213,1,137,,,,,,,,,,,
5520,4.0,85.1400203704834,,,,,,1230.798538017273,1370,0.2,-3.3614069521427155,0.267347514629364,0.0003,-0.012638235092708783,0.3150000061839819,0.03820767,0.7585387229919434,1555.611083984375
5520,,,3.99,81.82595655,4256,1,138,,,,,,,,,,,
5560,5.0,233.18571853637695,,,,,,2373.435743331909,1380,0.2,-3.357031229138374,0.08500790596008301,0.0003,0.01863601156801451,0.42000000849366187,0.15020624,0.7577967643737793,1450.680419921875
5560,,,4.07,87.97579464,4296,1,139,,,,,,,,,,,
5600,5.0,88.44103217124939,,,,,,2072.4312189102175,1390,0.2,-3.3571976989507677,0.23865348100662231,0.0003,-0.005392018772108709,0.17750000301748514,0.027965562,0.7580003142356873,346.08111572265625
5600,,,4.18,93.98171598,4331,1,140,,,,,,,,,,,
5640,5.0,27.869120240211487,,,,,,1188.036563873291,1400,0.2,-3.353647142648697,0.26088011264801025,0.0003,0.03469368505757302,0.3875000080093741,0.02841444,0.7565209865570068,978.17578125
5640,,,4.24,288.61017426,4376,1,141,,,,,,,,,,,
5680,5.0,64.42874908447266,,,,,,24412587.377504826,1410,0.2,-3.347559282183647,0.0017485618591308594,0.0003,-0.013224434785533968,0.14750000294297932,0.019901335,0.7533485293388367,770.321533203125
5680,,,4.18,287.87864256000006,4412,1,142,,,,,,,,,,,
5720,5.0,120.03741264343262,,,,,,1542.4622940063477,1420,0.2,-3.3373679012060165,0.22115224599838257,0.0003,-0.008833421669569363,0.09250000156462193,0.010652583,0.7518123388290405,1443.25146484375
5720,,,4.17,284.15379597000003,4447,1,143,,,,,,,,,,,
5760,5.0,41.49158704280853,,,,,,1384.6523278236389,1430,0.2,-3.328697916865349,0.14949572086334229,0.0003,-0.022030689263694957,0.19750000424683095,0.015549293,0.7493767142295837,958.0990600585938
5760,,,4.22,284.82025245,4482,1,144,,,,,,,,,,,
5800,5.0,53.520073890686035,,,,,,2008.537670135498,1440,0.2,-3.3195314556360245,0.15865588188171387,0.0003,-0.025347757644958648,0.17750000357627868,0.019512866,0.7482577562332153,988.2916259765625
5800,,,4.21,282.60327108,4519,1,145,,,,,,,,,,,
5840,5.0,108.64417672157288,,,,,,1462.2617902755737,1450,0.2,-3.315938448905945,0.21961790323257446,0.0003,-0.009583570338363679,0.18000000361353158,0.019794898,0.7466033697128296,569.9373779296875
5840,,,4.17,279.49924775,4559,1,146,,,,,,,,,,,
5880,2.0,24.059486389160156,,,,,,1707.2314092636109,1460,0.2,-3.307271659374237,0.06044799089431763,0.0003,-0.008974418903089832,0.1675000036135316,0.030205697,0.7443901896476746,1199.3636474609375
5880,,,4.18,279.12090360999997,4592,1,147,,,,,,,,,,,
5920,5.0,167.42117500305176,,,,,,1596.6014991760253,1470,0.2,-3.2954790890216827,0.10358893871307373,0.0003,-0.001580769037245755,0.38000000901520253,0.034754425,0.7413558959960938,1870.4925537109375
5920,,,4.19,279.61687234,4693,1,148,,,,,,,,,,,
5960,5.0,71.74034023284912,,,,,,2182.6380857467652,1480,0.2,-3.287783885002136,0.2391129732131958,0.0003,-0.014403147987022746,0.3550000086426735,0.09408543,0.7393444776535034,728.7266235351562
5960,,,4.28,282.65732820000005,4729,1,149,,,,,,,,,,,
6000,2.0,21.517173767089844,,,,,,1061.646004486084,1490,0.2,-3.277259850502014,0.2879244089126587,0.0003,0.028292881647394096,0.4450000088661909,0.045004822,0.7374734878540039,742.6358642578125
6000,,,4.17,274.14693936,4759,1,150,,,,,,,,,,,
6040,5.0,176.02644157409668,,,,,,1811.6360439300538,1500,0.2,-3.2725821524858474,0.06011331081390381,0.0003,0.0011631039543862798,0.3025000061839819,0.04963168,0.7368110418319702,865.5008544921875
6040,,,4.15,276.45028592,4795,1,151,,,,,,,,,,,
6080,5.0,141.79869651794434,,,,,,1880.0463661193849,1510,0.2,-3.2735632061958313,0.2261243462562561,0.0003,-0.022809224409866147,0.2725000066682696,0.06098071,0.737645149230957,1486.0802001953125
6080,,,4.2,86.99880388,4829,1,152,,,,,,,,,,,
6120,2.0,5.174741744995117,,,,,,1361.6965917587281,1520,0.2,-3.2734691113233567,0.32814455032348633,0.0003,-0.01597643932094798,0.27250000592321155,0.025611633,0.7372958660125732,440.5172424316406
6120,,,4.23,90.09096601000002,4861,1,153,,,,,,,,,,,
